SECRETARIA,SETOR,IMPRESSORA,TIPO COTA,STATUS,DATA COLETA,PÁGINAS IMPRESSAS,COTA,VALOR EXCEDENTES,CÓPIAS EXCEDENTES,TOTAL A PAGAR
Administração,Informática,1,Multicolorida,ATIVA,2024-06-17,753,500,3.6,253,910.8000000000001
